Topic,SQA
49ers,0.10000886230198293
Amazon,0.11969362709951908
Beyonce,0.09570852577944776
Chicago,0.04070796460176991
Christmas,0.06705694170482902
Eagles,0.044382899048213444
Facebook,0.10595611285266458
Flu,0.05660377358490566
Graduation,0.013157894736842105
Grammys,0.014492753623188404
Iphone,0.016146949979237865
Kobe,0.09890677674036999
McDonalds,0.00909090909090909
NBA,0.0642046292201091
NYC,0.05104427736006683
Netflix,0.1277957057773798
Obama,0.07677331654881356
Paris,0.07242516489091831
Patriots,0.05084974193470404
Seahawks,0.09710227874933754
Superbowl,0.033604336043360425
Thanksgiving,0.029106858054226473
VMA,0.036132991885204274
WWE,0.09086033008079238
Xbox,0.011111111111111112
