Topic,coherence,consistency,fluency,overall
49ers,0.15241242937120672,0.2414655309801832,0.592847979690655,0.3289086466806816
Amazon,0.7624879551155807,0.4681257631184234,0.826145112121896,0.6855862767852999
Beyonce,0.6629090827269385,0.34485112605846235,0.7954540805685001,0.6010714297846337
Chicago,0.8400334270427195,0.5571792164987136,0.7738197522772601,0.7236774652728978
Christmas,0.35221471315185976,0.4437684085276094,0.6103094189573083,0.46876418021225913
Eagles,0.4349530798899543,0.5483428956831723,0.9117721848364853,0.631689386803204
Facebook,0.509662519700748,0.44299806097691563,0.6000995832786307,0.5175867213187648
Flu,0.004217273689156795,0.2972868061540317,0.7137739734413656,0.338426017761518
Graduation,0.7542411127063731,0.5561911781832286,0.6935564497304856,0.6679962468733626
Grammys,0.10853864772425446,0.3770160857033387,0.7016131332014232,0.39572262220967214
Iphone,0.5879252133578919,0.4247197225049712,0.6566885909464382,0.5564445089364337
Kobe,0.08021358340596334,0.37253422171279427,0.6070553923077259,0.3532677324754945
McDonalds,0.052032508307292426,0.18503970634571135,0.3693227833515198,0.20213166600150786
NBA,0.48348295222609483,0.28010779232685157,0.6808934295974084,0.4814947247167849
NYC,0.23056392045016397,0.38952998091407065,0.7558999739201012,0.4586646250947786
Netflix,0.2749799123812956,0.3227575995157045,0.6415902002635194,0.41310923738683986
Obama,0.31424060343263466,0.43883859044841056,0.7174517049730246,0.49017696628469
Paris,0.257037786913788,0.517497897656168,0.7661308234551696,0.5135555026750419
Patriots,0.23059308834638323,0.34439823642505224,0.7010583260065986,0.42534988359267806
Seahawks,0.5755977283653299,0.4345109885676256,0.6557386857190362,0.5552824675506639
Superbowl,0.17325385021263587,0.37770180107739837,0.5703440916792875,0.3737665809897739
Thanksgiving,0.07242653388859822,0.22400987982058382,0.6237561766467575,0.30673086345197986
VMA,0.007306595285229549,0.3845383458826392,0.5802284474920363,0.324024462886635
WWE,0.6700968185466981,0.35844564073705215,0.6153762885878128,0.5479729159571877
Xbox,0.06231125457861624,0.4040179716958136,0.6983065416641452,0.3882119226461917
