Topic,SUPERT
49ers,0.4741481380118887
Amazon,0.530408791602258
Beyonce,0.5635661575998292
Chicago,0.4963939631993638
Christmas,0.5154289583877667
Eagles,0.46750271768099094
Facebook,0.554102911768909
Flu,0.45906159557950077
Graduation,0.5931085398543108
Grammys,0.5136372610329152
Iphone,0.5667032822987376
Kobe,0.5541422585342275
McDonalds,0.6245756843061254
NBA,0.6405052720636414
NYC,0.4695000615437346
Netflix,0.5346316175913066
Obama,0.5644074401802844
Paris,0.4794580481862925
Patriots,0.5696417921730291
Seahawks,0.5461798143346598
Superbowl,0.5293267354508587
Thanksgiving,0.5577594083654941
VMA,0.4471263748947101
WWE,0.6381686366841146
Xbox,0.5616101963676886
