Topic,BLANC-help,BLANC-tune
49ers,0.16330645161290322,0.11693548387096774
Amazon,0.17870722433460076,0.17870722433460076
Beyonce,0.13565891472868216,0.08527131782945736
Chicago,0.17222222222222222,0.13333333333333333
Christmas,0.12915129151291513,0.14944649446494465
Eagles,0.15875912408759124,0.09124087591240876
Facebook,0.13957934990439771,0.13001912045889102
Flu,0.06630824372759857,0.03942652329749104
Graduation,0.11055276381909548,0.07035175879396985
Grammys,0.17448405253283303,0.13883677298311445
Iphone,0.11023622047244094,0.1732283464566929
Kobe,0.16040955631399317,0.11945392491467577
McDonalds,0.11509433962264151,0.11320754716981132
NBA,0.10384615384615385,0.06346153846153846
NYC,0.10450819672131148,0.07172131147540983
Netflix,0.14081632653061224,0.1306122448979592
Obama,0.11616161616161616,0.1111111111111111
Paris,0.14357262103505844,0.1302170283806344
Patriots,0.12619502868068833,0.1147227533460803
Seahawks,0.18647166361974407,0.11517367458866545
Superbowl,0.1811320754716981,0.1660377358490566
Thanksgiving,0.15157116451016636,0.17005545286506468
VMA,0.08991228070175439,0.10526315789473684
WWE,0.116600790513834,0.03162055335968379
Xbox,0.13255360623781676,0.10526315789473684
