Topic,coherence,consistency,fluency,overall
49ers,0.17511866055009917,0.2978891645162505,0.49941680570706526,0.32414154359113834
Amazon,0.032378869130466184,0.28102677719240504,0.3621219608095056,0.2251758690441256
Beyonce,0.08911068782660063,0.21820631805750282,0.27744929539909374,0.1949221004277324
Chicago,0.3755065580712537,0.5177783704169754,0.7397295786750077,0.5443381690544123
Christmas,0.11795915387399111,0.09266871177827181,0.10831759363696962,0.10631515309641086
Eagles,0.05034668085023856,0.17557924515425347,0.36972016102236815,0.19854869567562006
Facebook,0.12643027916883326,0.32705018087114923,0.4992269220410149,0.31756912736033244
Flu,0.023264180552355806,0.3097017796503556,0.4199137224035183,0.2509598942020766
Graduation,0.1506350886359609,0.27341327974474844,0.383036488778526,0.2690282857197451
Grammys,0.042572813683265216,0.3273814114934319,0.6142990462329493,0.32808442380321545
Iphone,0.16465467594424346,0.1637586408275595,0.20868705844478072,0.1790334584055279
Kobe,0.24868371886012286,0.1707789748951322,0.4547245751972852,0.2913957563175134
McDonalds,0.5492069712795407,0.5983705098476336,0.6498842085162346,0.5991538965478029
NBA,0.25553994825789417,0.42314780060501206,0.4990263682401335,0.39257137236767986
NYC,0.09647164022939242,0.3341425821524535,0.6456329808204823,0.3587490677341094
Netflix,0.02201142718906656,0.1970301111190478,0.2841677138864231,0.16773641739817916
Obama,0.28545992551278804,0.364744470059044,0.5563435269793539,0.40218264085039523
Paris,0.183711739480148,0.3376938327030209,0.36120136057164703,0.2942023109182719
Patriots,0.14350043306976615,0.35885272215051317,0.5408732389679732,0.3477421313960842
Seahawks,0.0755510443957693,0.1917443672651561,0.3216633078069915,0.1963195731559723
Superbowl,0.12823170747153748,0.5174179930640476,0.8124145023029933,0.4860214009461927
Thanksgiving,0.15585031896511967,0.33828714645586017,0.4226201463837342,0.30558587060157133
VMA,0.05845187496171546,0.064611893932967,0.053939220052411294,0.05900099631569792
WWE,0.4105337827441172,0.4527386621460386,0.7550371653437137,0.5394365367446232
Xbox,0.2901161227440752,0.4301197437499598,0.649161626642922,0.45646583104565236
