Topic,BLANC-help,BLANC-tune
49ers,0.15466101694915255,0.1483050847457627
Amazon,0.13188976377952755,0.16141732283464566
Beyonce,0.15828677839851024,0.08193668528864059
Chicago,0.15613382899628253,0.13011152416356878
Christmas,0.1402439024390244,0.14227642276422764
Eagles,0.1402439024390244,0.13414634146341464
Facebook,0.12427184466019417,0.13398058252427184
Flu,0.11952191235059761,0.061752988047808766
Graduation,0.06534653465346535,0.08712871287128712
Grammys,0.1217564870259481,0.11177644710578842
Iphone,0.14937759336099585,0.15352697095435686
Kobe,0.12412587412587413,0.13286713286713286
McDonalds,0.15555555555555556,0.13535353535353536
NBA,0.08678500986193294,0.027613412228796843
NYC,0.11816192560175055,0.06783369803063458
Netflix,0.13987473903966596,0.1941544885177453
Obama,0.11605415860735009,0.11992263056092843
Paris,0.13535353535353536,0.11515151515151516
Patriots,0.18105263157894738,0.15157894736842106
Seahawks,0.15517241379310345,0.15517241379310345
Superbowl,0.20423892100192678,0.17533718689788053
Thanksgiving,0.14046121593291405,0.14465408805031446
VMA,0.07547169811320754,0.0330188679245283
WWE,0.11991434689507495,0.07708779443254818
Xbox,0.16330645161290322,0.16532258064516128
