Topic,SQA
49ers,0.07504058441558441
Amazon,0.05265674496443727
Beyonce,0.14370700344161721
Chicago,0.0849730778015199
Christmas,0.09330405751810433
Eagles,0.1201683352766944
Facebook,0.0
Flu,0.031746031746031744
Graduation,0.06624086878393687
Grammys,0.025272133526850506
Iphone,0.024
Kobe,0.10344693209737459
McDonalds,0.0
NBA,0.05119389382547277
NYC,0.07302631578947368
Netflix,0.18378789730489367
Obama,0.0845258984491255
Paris,0.16272092939739996
Patriots,0.08419243986254295
Seahawks,0.027777777777777776
Superbowl,0.0502283105022831
Thanksgiving,0.061814692982456135
VMA,0.01498397435897436
WWE,0.07823432281463549
Xbox,0.05006105006105006
