Topic,SQA
49ers,0.1676240091429553
Amazon,0.07692307692307693
Beyonce,0.16068095806458565
Chicago,0.08379343850022865
Christmas,0.07162614385668652
Eagles,0.019415204678362573
Facebook,0.022222222222222223
Flu,0.0873015873015873
Graduation,0.018867924528301886
Grammys,0.02704740045679054
Iphone,0.04
Kobe,0.06615418393893988
McDonalds,0.052941176470588235
NBA,0.05434981684981685
NYC,0.07084070599751928
Netflix,0.11824264962194744
Obama,0.06704980842911877
Paris,0.10439797163633256
Patriots,0.09485721056997275
Seahawks,0.04260110223941337
Superbowl,0.08310502283105024
Thanksgiving,0.07928815970192
VMA,0.021527777777777774
WWE,0.03424424512471733
Xbox,0.05128205128205128
