Topic,SUPERT
49ers,0.5802199558241096
Amazon,0.4988402518692395
Beyonce,0.5981758958496635
Chicago,0.432691702729361
Christmas,0.5328036964851498
Eagles,0.5419521733003033
Facebook,0.575751778441705
Flu,0.3931890355897772
Graduation,0.5093884118737722
Grammys,0.5584542079882525
Iphone,0.45711078091356605
Kobe,0.47670698937393363
McDonalds,0.5814712298900298
NBA,0.5465799177239111
NYC,0.4423113382998326
Netflix,0.5999066486398843
Obama,0.4352743624571276
Paris,0.5054575973079539
Patriots,0.5453100016677128
Seahawks,0.5225326010791581
Superbowl,0.4050006578548098
Thanksgiving,0.5678902701522321
VMA,0.4108116695181513
WWE,0.5114985815968485
Xbox,0.5401077744173097
