Topic,coherence,consistency,fluency,overall
49ers,0.0573368942523809,0.11784121847792735,0.3443675402938726,0.17318188434139362
Amazon,0.17800717636856486,0.1838954876108446,0.43749613898436257,0.26646626765459064
Beyonce,0.24859167266353324,0.5978652416175605,0.8793514029561468,0.5752694390790801
Chicago,0.022293189202934542,0.34681175110940304,0.6211627144786356,0.3300892182636577
Christmas,0.4200273290407566,0.4237011026649874,0.6643064734206929,0.5026783017088123
Eagles,0.21835513540792506,0.4318297058036295,0.7029225201226603,0.45103578711140496
Facebook,0.09767677404744368,0.46636948565736747,0.6008465019690462,0.3882975872246191
Flu,0.4064749197362238,0.38043886193612136,0.6477098151729968,0.4782078656151139
Graduation,0.5629822075545294,0.5297265526508078,0.7656513598997895,0.6194533733683757
Grammys,0.6968563669952167,0.4712889664223289,0.7773934295570287,0.6485129209915247
Iphone,0.6254270340739737,0.39676515825681774,0.6873702618630319,0.5698541513979412
Kobe,0.2570662577916517,0.11051757244808838,0.2483759918135448,0.2053199406844283
McDonalds,0.00412735970304444,0.3186766722776938,0.4372783562413308,0.253360796074023
NBA,0.13072467867912868,0.41005358924917573,0.5048050045680766,0.3485277574987937
NYC,0.4194639917315274,0.464160092348776,0.7540701997222011,0.5458980946008348
Netflix,0.36161398573054937,0.41190425543168324,0.5951654320912428,0.45622789108449185
Obama,0.27123397671117666,0.32876464717953646,0.5057620754069503,0.3685868997658878
Paris,0.2560742360349591,0.3600333343372788,0.554497418143738,0.3902016628386586
Patriots,0.20125728423511716,0.34496143928696016,0.5591097846403114,0.3684428360541296
Seahawks,0.5846538537982104,0.29342004568279484,0.5698725128905358,0.48264880412384703
Superbowl,0.024615997360200217,0.30230564139151345,0.34768490159004917,0.2248688467805876
Thanksgiving,0.03585373238120905,0.3536298355707722,0.4824519489344178,0.2906451722954663
VMA,0.03330833070981931,0.37163565122193765,0.6056464827324296,0.3368634882213955
WWE,0.05666983431684071,0.23974422809495194,0.3920460709720547,0.22948671112794913
Xbox,0.8016511356862707,0.4608292183203478,0.4870678510895498,0.5831827350320561
