Topic,BLANC-help,BLANC-tune
49ers,0.2055084745762712,0.1483050847457627
Amazon,0.1220472440944882,0.13976377952755906
Beyonce,0.1750465549348231,0.11173184357541899
Chicago,0.13382899628252787,0.12267657992565056
Christmas,0.1483739837398374,0.11585365853658537
Eagles,0.18699186991869918,0.17073170731707318
Facebook,0.14563106796116504,0.13980582524271845
Flu,0.09760956175298804,0.0697211155378486
Graduation,0.100990099009901,0.12871287128712872
Grammys,0.14570858283433133,0.11177644710578842
Iphone,0.12863070539419086,0.15975103734439833
Kobe,0.16958041958041958,0.16958041958041958
McDonalds,0.10909090909090909,0.10101010101010101
NBA,0.10453648915187377,0.03155818540433925
NYC,0.08971553610503283,0.05689277899343545
Netflix,0.17118997912317327,0.18162839248434237
Obama,0.13152804642166344,0.12959381044487428
Paris,0.13131313131313133,0.09292929292929293
Patriots,0.14105263157894737,0.12421052631578948
Seahawks,0.12835249042145594,0.09961685823754789
Superbowl,0.17533718689788053,0.14065510597302505
Thanksgiving,0.12159329140461216,0.09853249475890985
VMA,0.14858490566037735,0.09433962264150944
WWE,0.10920770877944326,0.059957173447537475
Xbox,0.15120967741935484,0.14919354838709678
