Topic,SUPERT
49ers,0.475386565351259
Amazon,0.5377166812444659
Beyonce,0.5220502534769714
Chicago,0.3996552996407831
Christmas,0.5543524771533146
Eagles,0.5296374123668809
Facebook,0.6571421174797512
Flu,0.34481233434322994
Graduation,0.5496345641554459
Grammys,0.47848084630529636
Iphone,0.5166290414975642
Kobe,0.5353834140471448
McDonalds,0.5695471259029614
NBA,0.580613749548457
NYC,0.5106916733407337
Netflix,0.6961950436941332
Obama,0.6466229300666478
Paris,0.566022834828242
Patriots,0.45001691108576125
Seahawks,0.5339756144728227
Superbowl,0.4966002667310705
Thanksgiving,0.5836441677245223
VMA,0.4161003696996046
WWE,0.5662586960304147
Xbox,0.631912529159971
