Topic,SQA
49ers,0.07244120258448003
Amazon,0.059061771561771566
Beyonce,0.1567639216086421
Chicago,0.062197292507995675
Christmas,0.06594355952891254
Eagles,0.012573099415204679
Facebook,0.017857142857142856
Flu,0.03968253968253968
Graduation,0.056952104499274306
Grammys,0.021602237040404804
Iphone,0.052126760563380274
Kobe,0.10505988722104233
McDonalds,0.008956602031394275
NBA,0.05212696458077198
NYC,0.07324307781913465
Netflix,0.04822619047619048
Obama,0.07878966499656155
Paris,0.09820476200957334
Patriots,0.07789257183665006
Seahawks,0.07709710016546288
Superbowl,0.024657534246575342
Thanksgiving,0.03570382006494879
VMA,0.018055555555555554
WWE,0.022024323828582028
Xbox,0.10318949343339587
