Topic,SQA
49ers,0.0911458837772397
Amazon,0.13725798011512297
Beyonce,0.08579805475909372
Chicago,0.08394238269987489
Christmas,0.06100356801752614
Eagles,0.10211085359441413
Facebook,0.034482758620689655
Flu,0.07591564927857936
Graduation,0.05551378446115288
Grammys,0.014202898550724638
Iphone,0.03278688524590164
Kobe,0.033734702821885294
McDonalds,0.07560015741833924
NBA,0.07747252747252747
NYC,0.06987616834108062
Netflix,0.11908891389744712
Obama,0.08485614889661695
Paris,0.12976670120102837
Patriots,0.06859057729035584
Seahawks,0.044406247347423815
Superbowl,0.028924327704815504
Thanksgiving,0.05320286009140498
VMA,0.020648967551622415
WWE,0.04688445251058681
Xbox,0.0162962962962963
