Topic,coherence,consistency,fluency,overall
49ers,0.16262320618321016,0.28714800544645314,0.7336472364016702,0.3944728160104445
Amazon,0.029916929949052866,0.1283212106001647,0.280294807130727,0.1461776492266482
Beyonce,0.8764721792026303,0.5788299973536771,0.8780830916502971,0.7777950894022014
Chicago,0.16370171738557157,0.41894354688701857,0.5857520592299459,0.38946577450084535
Christmas,0.2647315520599057,0.5859438853607495,0.7370897142435766,0.5292550505547439
Eagles,0.21970177310879616,0.17781844922707077,0.28881956839814105,0.22877993024466933
Facebook,0.0855891067756613,0.11235177204197197,0.2081509242016637,0.13536393433976565
Flu,0.11306469744655423,0.25156645680056094,0.4649386589408852,0.2765232710626668
Graduation,0.6896272977183922,0.5965082402930798,0.8597483515301415,0.7152946298472046
Grammys,0.29063458421175026,0.4409368781108837,0.7599962747462294,0.49718924568962114
Iphone,0.09522395962702584,0.330601257329545,0.6445144978988536,0.3567799049518081
Kobe,0.11367809082378133,0.06110694312944902,0.06908994969972854,0.08129166121765297
McDonalds,0.1649690287386328,0.5231697542029646,0.7531430857405583,0.4804272895607186
NBA,0.29473496955490835,0.3783726574179364,0.6701220757650526,0.44774323424596574
NYC,0.16672067656362824,0.324739542634049,0.6288837599746688,0.37344799305744864
Netflix,0.3239882743498856,0.5117860198985699,0.7667258902455816,0.534166728164679
Obama,0.05939594038663562,0.2415746036378833,0.5552580198038506,0.2854095212761232
Paris,0.02772868226435386,0.3896213754317929,0.6442868339061385,0.35387896386742845
Patriots,0.07338645693317337,0.4055773554525807,0.5509473589394043,0.34330372377505275
Seahawks,0.3515311334709359,0.17241452239707641,0.33936353654276674,0.287769730803593
Superbowl,0.0685152130564923,0.40005815008673584,0.4248075758918844,0.2977936463450375
Thanksgiving,0.060789598884164416,0.424922001024644,0.48657244346769035,0.3240946811254996
VMA,0.007461247455735059,0.20937016991933563,0.3393100364003212,0.18538048459179732
WWE,0.2647828107443011,0.3666757091420964,0.5104549604659214,0.38063782678410635
Xbox,0.34150151628650105,0.4226436426536365,0.6307490999302777,0.46496475295680506
