Topic,SUPERT
49ers,0.5116429599578629
Amazon,0.48715222292917687
Beyonce,0.5275183305857254
Chicago,0.4252133978674457
Christmas,0.5189352096229854
Eagles,0.4859593535200697
Facebook,0.629642171723392
Flu,0.41489937206053695
Graduation,0.4938737732678752
Grammys,0.4555671129472253
Iphone,0.4936421903789126
Kobe,0.5279747096470265
McDonalds,0.5463819690290134
NBA,0.5053455038555111
NYC,0.44303087455174384
Netflix,0.6333401853195676
Obama,0.43660948226284985
Paris,0.47532063439417455
Patriots,0.5653387148396891
Seahawks,0.6246800253212885
Superbowl,0.4024472272799246
Thanksgiving,0.5524238778496562
VMA,0.3763159814717773
WWE,0.6748073379155195
Xbox,0.6584696458731862
