Topic,SQA
49ers,0.08564048687986583
Amazon,0.1288168258756494
Beyonce,0.05239501164450454
Chicago,0.13285045045081179
Christmas,0.09383037403417838
Eagles,0.0646098003629764
Facebook,0.023351648351648352
Flu,0.023809523809523808
Graduation,0.043126684636118594
Grammys,0.018867924528301886
Iphone,0.003798319327731093
Kobe,0.05596182701237621
McDonalds,0.008771929824561403
NBA,0.05058288610614192
NYC,0.07649613752997211
Netflix,0.10853535353535353
Obama,0.16123746560278407
Paris,0.07152777777777779
Patriots,0.06822316555488174
Seahawks,0.059482758620689656
Superbowl,0.07488584474885845
Thanksgiving,0.0741920590951062
VMA,0.004166666666666667
WWE,0.03756642844053509
Xbox,0.04336043360433604
