Topic,BLANC-help,BLANC-tune
49ers,0.1906779661016949,0.1483050847457627
Amazon,0.1594488188976378,0.15748031496062992
Beyonce,0.12104283054003724,0.07635009310986965
Chicago,0.1449814126394052,0.08921933085501858
Christmas,0.12398373983739837,0.11991869918699187
Eagles,0.16260162601626016,0.10975609756097561
Facebook,0.11262135922330097,0.0854368932038835
Flu,0.12749003984063745,0.10557768924302789
Graduation,0.09702970297029703,0.12673267326732673
Grammys,0.11776447105788423,0.09580838323353294
Iphone,0.13278008298755187,0.17842323651452283
Kobe,0.13286713286713286,0.1346153846153846
McDonalds,0.13737373737373737,0.12727272727272726
NBA,0.10650887573964497,0.04339250493096647
NYC,0.11597374179431072,0.07658643326039387
Netflix,0.13569937369519833,0.16075156576200417
Obama,0.10444874274661509,0.1102514506769826
Paris,0.15555555555555556,0.13131313131313133
Patriots,0.16210526315789472,0.10526315789473684
Seahawks,0.1781609195402299,0.13793103448275862
Superbowl,0.1907514450867052,0.1464354527938343
Thanksgiving,0.1320754716981132,0.11949685534591195
VMA,0.16273584905660377,0.11084905660377359
WWE,0.139186295503212,0.07922912205567452
Xbox,0.16330645161290322,0.15725806451612903
