Topic,SQA
49ers,0.1521451880277655
Amazon,0.18017887038505595
Beyonce,0.0722077922077922
Chicago,0.13029897367246765
Christmas,0.08720452407952407
Eagles,0.08932644110275688
Facebook,0.05952380952380952
Flu,0.0
Graduation,0.04229559748427673
Grammys,0.015965166908563134
Iphone,0.0
Kobe,0.04723715357157369
McDonalds,0.0
NBA,0.040392451916424515
NYC,0.04385127256644284
Netflix,0.08891812630387726
Obama,0.08105921999643176
Paris,0.04487651632695953
Patriots,0.06344047438321442
Seahawks,0.08051406145780012
Superbowl,0.020156555772994127
Thanksgiving,0.07813053500534775
VMA,0.044642857142857144
WWE,0.0660436137071651
Xbox,0.0
