Topic,SUPERT
49ers,0.5043234929387657
Amazon,0.5396962180541048
Beyonce,0.4897099750775318
Chicago,0.4880049356383836
Christmas,0.5447661348049831
Eagles,0.5511059264521432
Facebook,0.6373789661260298
Flu,0.4166629311262325
Graduation,0.51852500446802
Grammys,0.4404518875656809
Iphone,0.5739410879398669
Kobe,0.531950219921317
McDonalds,0.57995468287549
NBA,0.5642280988278621
NYC,0.42398553670738665
Netflix,0.6017736858893361
Obama,0.494761204492111
Paris,0.5497990758625481
Patriots,0.5170881862768911
Seahawks,0.5535332342131095
Superbowl,0.436033187499275
Thanksgiving,0.4948167984354746
VMA,0.4797886401702035
WWE,0.6294113383975575
Xbox,0.5780056685191207
