Topic,BLANC-help,BLANC-tune
49ers,0.18548387096774194,0.12701612903225806
Amazon,0.14068441064638784,0.15779467680608364
Beyonce,0.13565891472868216,0.12015503875968993
Chicago,0.11851851851851852,0.08518518518518518
Christmas,0.13284132841328414,0.14944649446494465
Eagles,0.1259124087591241,0.07846715328467153
Facebook,0.11663479923518165,0.10325047801147227
Flu,0.12007168458781362,0.06989247311827956
Graduation,0.09212730318257957,0.07872696817420435
Grammys,0.17823639774859287,0.13883677298311445
Iphone,0.13582677165354332,0.14960629921259844
Kobe,0.12627986348122866,0.10238907849829351
McDonalds,0.09811320754716982,0.10566037735849057
NBA,0.10192307692307692,0.07115384615384615
NYC,0.09016393442622951,0.06557377049180328
Netflix,0.15714285714285714,0.1469387755102041
Obama,0.09595959595959595,0.12289562289562289
Paris,0.1285475792988314,0.09849749582637729
Patriots,0.13575525812619502,0.15678776290630975
Seahawks,0.15539305301645337,0.15356489945155394
Superbowl,0.1660377358490566,0.16037735849056603
Thanksgiving,0.10720887245841035,0.1534195933456562
VMA,0.08991228070175439,0.08114035087719298
WWE,0.1225296442687747,0.04743083003952569
Xbox,0.17153996101364521,0.15789473684210525
