Topic,BLANC-help,BLANC-tune
49ers,0.14717741935483872,0.11895161290322581
Amazon,0.11977186311787072,0.12927756653992395
Beyonce,0.11627906976744186,0.11434108527131782
Chicago,0.09814814814814815,0.08518518518518518
Christmas,0.1088560885608856,0.11623616236162361
Eagles,0.14416058394160583,0.09306569343065693
Facebook,0.0994263862332696,0.09560229445506692
Flu,0.06630824372759857,0.014336917562724014
Graduation,0.07370184254606366,0.05695142378559464
Grammys,0.14446529080675422,0.11819887429643527
Iphone,0.09251968503937008,0.1141732283464567
Kobe,0.09044368600682594,0.08703071672354949
McDonalds,0.1169811320754717,0.11132075471698114
NBA,0.0673076923076923,0.04423076923076923
NYC,0.05942622950819672,0.028688524590163935
Netflix,0.11020408163265306,0.12040816326530612
Obama,0.07744107744107744,0.08080808080808081
Paris,0.09849749582637729,0.05509181969949917
Patriots,0.1338432122370937,0.12045889101338432
Seahawks,0.10420475319926874,0.09506398537477148
Superbowl,0.14528301886792452,0.11886792452830189
Thanksgiving,0.11829944547134935,0.11090573012939002
VMA,0.08552631578947369,0.08333333333333333
WWE,0.08695652173913043,0.04940711462450593
Xbox,0.11695906432748537,0.10331384015594541
