Topic,coherence,consistency,fluency,overall
49ers,0.1746922570897003,0.2905801516791027,0.7831098032098449,0.4161274039928826
Amazon,0.2641218261827527,0.3428961674780109,0.7146049228075361,0.44054097215609983
Beyonce,0.011412354416182215,0.24286257229987676,0.5580727440306369,0.2707825569155653
Chicago,0.13899516218694577,0.30546944251787794,0.5197879524948266,0.3214175190665501
Christmas,0.3362703333002128,0.5402402680918704,0.7809785572896221,0.5524963862272351
Eagles,0.513834961561695,0.5427946800419715,0.7263326728705313,0.5943207714913993
Facebook,0.01592093083320613,0.13335279137781217,0.31346698803642,0.15424690341581276
Flu,0.17830683984730689,0.20976258753561733,0.711251960961868,0.3664404627815974
Graduation,0.03643630815698024,0.4249655747730506,0.5812961264504283,0.34756600312681973
Grammys,0.007273956322883397,0.3754144087900578,0.6193985375664394,0.33402896755979355
Iphone,0.3275050954612374,0.5138437496918373,0.7250310612495581,0.5221266354675443
Kobe,0.2660511086395435,0.41078996009282404,0.5936765128095234,0.42350586051396366
McDonalds,0.766824028541176,0.6681338652561479,0.914421405153991,0.7831264329837717
NBA,0.3958066022698192,0.3195674203857412,0.573012696152732,0.42946223960276414
NYC,0.3031104950810664,0.3950492761849061,0.7161385111627345,0.47143276080956903
Netflix,0.10446470123934579,0.30581403789844414,0.5668240971214054,0.32570094541973177
Obama,0.0029299897615221097,0.28991472026621096,0.49954228919929644,0.26412899974234316
Paris,0.6894150697175508,0.6578052207539258,0.7510076557073074,0.699409315392928
Patriots,0.0042632559008892144,0.29708716441954297,0.5409842528223996,0.28077822438094396
Seahawks,0.29732329801680357,0.5001245858825976,0.846160724079753,0.5478695359930513
Superbowl,0.03253370290370771,0.45021853455394206,0.5214803693616737,0.3347442022731078
Thanksgiving,0.014736075297927548,0.2662022582795234,0.5497806839061586,0.27690633916120316
VMA,0.6885811445200871,0.5112276806197397,0.8708337053970759,0.6902141768456342
WWE,0.154291252793543,0.32817273831137866,0.7867410061768902,0.42306833242727065
Xbox,0.0815162788758433,0.3546565272671847,0.7182610901047356,0.3848112987492545
