Topic,SUPERT
49ers,0.5994643144601208
Amazon,0.5423802453757123
Beyonce,0.5420259687588032
Chicago,0.5520741853526621
Christmas,0.6243730192659971
Eagles,0.5443087319754845
Facebook,0.6402576407390349
Flu,0.44100155119797124
Graduation,0.4814254963025126
Grammys,0.47195727099432183
Iphone,0.5229762169476898
Kobe,0.5116295814020324
McDonalds,0.587594899305176
NBA,0.4974476166874065
NYC,0.4609185531732442
Netflix,0.6559893720118475
Obama,0.4648140264535479
Paris,0.5411737726230899
Patriots,0.4985596624348797
Seahawks,0.5999681605341447
Superbowl,0.5729071610336274
Thanksgiving,0.6377276698099494
VMA,0.39248340656678515
WWE,0.5675075930516557
Xbox,0.6170282372703842
