Topic,BLANC-help,BLANC-tune
49ers,0.1885593220338983,0.13983050847457626
Amazon,0.10039370078740158,0.1062992125984252
Beyonce,0.1527001862197393,0.1452513966480447
Chicago,0.12639405204460966,0.1171003717472119
Christmas,0.16869918699186992,0.19308943089430894
Eagles,0.16463414634146342,0.13211382113821138
Facebook,0.11262135922330097,0.0970873786407767
Flu,0.1254980079681275,0.099601593625498
Graduation,0.12079207920792079,0.11485148514851486
Grammys,0.14770459081836326,0.08782435129740519
Iphone,0.12033195020746888,0.14937759336099585
Kobe,0.17132867132867133,0.16783216783216784
McDonalds,0.14747474747474748,0.13737373737373737
NBA,0.09270216962524655,0.0611439842209073
NYC,0.09190371991247265,0.0437636761487965
Netflix,0.12108559498956159,0.18789144050104384
Obama,0.11992263056092843,0.09284332688588008
Paris,0.15353535353535352,0.12727272727272726
Patriots,0.15157894736842106,0.12210526315789473
Seahawks,0.11494252873563218,0.10153256704980843
Superbowl,0.1811175337186898,0.1348747591522158
Thanksgiving,0.11320754716981132,0.13626834381551362
VMA,0.12264150943396226,0.07075471698113207
WWE,0.1284796573875803,0.04925053533190578
Xbox,0.1774193548387097,0.17540322580645162
