Topic,BARTScore
49ers,-0.9152509570121765
Amazon,-1.7290574312210083
Beyonce,-0.8812451958656311
Chicago,-0.6302720904350281
Christmas,-0.6679704785346985
Eagles,-0.9189658761024475
Facebook,-1.307388424873352
Flu,-1.7278586626052856
Graduation,-1.1425631046295166
Grammys,-2.0325429439544678
Iphone,-0.8609738945960999
Kobe,-3.4348928928375244
McDonalds,-2.159219741821289
NBA,-1.469962477684021
NYC,-2.306670904159546
Netflix,-2.014841079711914
Obama,-0.9277390837669373
Paris,-0.9682866930961609
Patriots,-1.835732102394104
Seahawks,-2.0538556575775146
Superbowl,-1.4037809371948242
Thanksgiving,-1.982611894607544
VMA,-2.9310429096221924
WWE,-0.7729756236076355
Xbox,-2.0510880947113037
