Topic,SQA
49ers,0.10096580298786181
Amazon,0.07706735334940462
Beyonce,0.14175145613343143
Chicago,0.07800270508603842
Christmas,0.039635260768038805
Eagles,0.07105263157894737
Facebook,0.041666666666666664
Flu,0.009523809523809525
Graduation,0.044654088050314455
Grammys,0.011320754716981131
Iphone,0.0
Kobe,0.010440277519923536
McDonalds,0.05263157894736842
NBA,0.039150161539542074
NYC,0.05774080350696851
Netflix,0.19573678991731733
Obama,0.05343438369733442
Paris,0.10121375964981381
Patriots,0.03710925345889772
Seahawks,0.06961934617107031
Superbowl,0.0690150032615786
Thanksgiving,0.17187261632341724
VMA,0.0
WWE,0.03464417713707339
Xbox,0.030769230769230767
