Topic,BLANC-help,BLANC-tune
49ers,0.13137254901960785,0.13137254901960785
Amazon,0.1422924901185771,0.13636363636363635
Beyonce,0.09416195856873823,0.047080979284369114
Chicago,0.11363636363636363,0.10139860139860139
Christmas,0.1298449612403101,0.13953488372093023
Eagles,0.13688212927756654,0.08935361216730038
Facebook,0.07662835249042145,0.08237547892720307
Flu,0.06746031746031746,0.027777777777777776
Graduation,0.05303030303030303,0.06818181818181818
Grammys,0.12103174603174603,0.08928571428571429
Iphone,0.11596958174904944,0.08745247148288973
Kobe,0.14233576642335766,0.08576642335766424
McDonalds,0.09418837675350701,0.11222444889779559
NBA,0.0780399274047187,0.032667876588021776
NYC,0.06708595387840671,0.04821802935010482
Netflix,0.1487279843444227,0.12915851272015655
Obama,0.11252268602540835,0.10707803992740472
Paris,0.08947368421052632,0.06666666666666667
Patriots,0.10687022900763359,0.10877862595419847
Seahawks,0.12570356472795496,0.10131332082551595
Superbowl,0.16184971098265896,0.17341040462427745
Thanksgiving,0.10795454545454546,0.12310606060606061
VMA,0.07608695652173914,0.06086956521739131
WWE,0.10602910602910603,0.016632016632016633
Xbox,0.09145129224652088,0.10536779324055666
