Topic,SUPERT
49ers,0.523964399276693
Amazon,0.5713839526060062
Beyonce,0.485459070247895
Chicago,0.42363274116988103
Christmas,0.5619008319537121
Eagles,0.4531267407484734
Facebook,0.5922413143719227
Flu,0.48000693218185997
Graduation,0.5256202803087565
Grammys,0.4801487311218768
Iphone,0.519000776760595
Kobe,0.5643951728187045
McDonalds,0.549910116015163
NBA,0.5196568458941978
NYC,0.37850717811150203
Netflix,0.6095023762963396
Obama,0.5596699409037551
Paris,0.49088953471254654
Patriots,0.5058998775625905
Seahawks,0.5056168449105541
Superbowl,0.5118300899081412
Thanksgiving,0.5766579687570643
VMA,0.423892749781486
WWE,0.6150518090474674
Xbox,0.6221718143480005
