Topic,coherence,consistency,fluency,overall
49ers,0.3280269763802891,0.2090636893580345,0.6035834489229112,0.3802247048870783
Amazon,0.0015262985949388412,0.39214213895040173,0.6878985039598237,0.3605223138350548
Beyonce,0.4062016998637862,0.4846360696455588,0.8153796988010509,0.5687391561034653
Chicago,0.019659588253271965,0.45599524924332907,0.6271161971021584,0.36759034486625314
Christmas,0.18189603716604497,0.4673531027343725,0.6909603919106213,0.4467365106036796
Eagles,0.6155455915650077,0.30213491730203307,0.46192588218929526,0.4598687970187787
Facebook,0.1621219819291859,0.21999599018397606,0.2684215259073351,0.21684649934016567
Flu,0.11077741503661444,0.15086535593993147,0.32282013221234607,0.19482096772963065
Graduation,0.16060785173967504,0.38124834011533726,0.565646644104431,0.36916761198648107
Grammys,0.17276311192429697,0.1972431263308802,0.40320098099317836,0.25773573974945185
Iphone,0.006999588393836059,0.4053272913321251,0.507905456967278,0.3067441122310797
Kobe,0.11545045833603791,0.21485905712181652,0.5905659384585797,0.30695848463881137
McDonalds,0.23377063296079706,0.2711628022330846,0.43721882412639773,0.3140507531067598
NBA,0.06535243010996748,0.17972167311661089,0.2883601312585978,0.17781141149505872
NYC,0.3913987655283874,0.39242964931363344,0.7842463535916258,0.5226915894778822
Netflix,0.2823087865482057,0.3009071300155823,0.5668369604306859,0.383350958998158
Obama,0.6466044330082175,0.33222907886185127,0.5432983816123427,0.5073772978274705
Paris,0.2474879297931963,0.3968858844987981,0.6659359009164976,0.4367699050694973
Patriots,0.21090205531137235,0.364812405273738,0.7048198114019573,0.42684475732902255
Seahawks,0.07379481015619326,0.3735957359384695,0.602822910375203,0.35007115215662193
Superbowl,0.6617853708648439,0.4675424682210651,0.47834014467356717,0.5358893279198254
Thanksgiving,0.43833079612659726,0.2854409018226066,0.4670192199284451,0.39693030595921636
VMA,0.24941101143668387,0.46677099781037257,0.7687288775638326,0.49497029560362965
WWE,0.16805126126288833,0.3195452170748962,0.7167014510523048,0.40143264313002974
Xbox,0.09142891666995923,0.23877463157530976,0.5384590681514224,0.2895542054655638
