Topic,SUPERT
49ers,0.5977687206105033
Amazon,0.4949367984988535
Beyonce,0.5865922600115279
Chicago,0.4683797673095563
Christmas,0.5090562476025641
Eagles,0.4227575100466377
Facebook,0.5665210754068617
Flu,0.3403266127094054
Graduation,0.5696651955483134
Grammys,0.45602203850660966
Iphone,0.4930608121953738
Kobe,0.5215357339536231
McDonalds,0.5578376978220374
NBA,0.5673959034094308
NYC,0.4462413856912354
Netflix,0.5279995028332268
Obama,0.44867174965739315
Paris,0.49950373094862044
Patriots,0.4957188866923783
Seahawks,0.609429927994437
Superbowl,0.41565461886004046
Thanksgiving,0.5458782583177388
VMA,0.5120305573352396
WWE,0.5182353765628944
Xbox,0.5762610917321623
