Topic,SQA
49ers,0.10498208822693202
Amazon,0.12857142857142856
Beyonce,0.07421270196145571
Chicago,0.10652245165519503
Christmas,0.09321550292218346
Eagles,0.07256592292089249
Facebook,0.041379310344827586
Flu,0.13117699910152741
Graduation,0.07689415847310584
Grammys,0.021739130434782608
Iphone,0.04439890710382513
Kobe,0.11172866653903682
McDonalds,0.013341204250295158
NBA,0.07663620347266081
NYC,0.0391812865497076
Netflix,0.16105945868254865
Obama,0.05504475291311246
Paris,0.09075342465753425
Patriots,0.10356778797145769
Seahawks,0.09397725888774482
Superbowl,0.10281649245063879
Thanksgiving,0.07857578343020673
VMA,0.040280492178865
WWE,0.04625965705671754
Xbox,0.0
