Topic,SUPERT
49ers,0.5067986666611146
Amazon,0.4724988327046484
Beyonce,0.5793258495171996
Chicago,0.508765503295699
Christmas,0.4800955383366781
Eagles,0.4475060496677973
Facebook,0.569709889974425
Flu,0.38451960597395646
Graduation,0.5124113559960363
Grammys,0.42898047779779686
Iphone,0.45815772109958836
Kobe,0.4518424559578055
McDonalds,0.5565230323942302
NBA,0.49945524682902975
NYC,0.39705223314976484
Netflix,0.5030337790883036
Obama,0.5541432094976216
Paris,0.5420144279705912
Patriots,0.4510328086062537
Seahawks,0.5054241217820211
Superbowl,0.48216036052514044
Thanksgiving,0.5451192757782329
VMA,0.5267191935560932
WWE,0.6045723472727689
Xbox,0.5296944431988668
