Topic,SQA
49ers,0.087515946783306
Amazon,0.0693972693972694
Beyonce,0.09050559912645423
Chicago,0.09116525033264407
Christmas,0.08258258258258258
Eagles,0.061252268602540835
Facebook,0.06896551724137931
Flu,0.05660377358490566
Graduation,0.05263157894736842
Grammys,0.049855072463768114
Iphone,0.03278688524590164
Kobe,0.03625870600462252
McDonalds,0.038240995816753394
NBA,0.055491223403019756
NYC,0.06659405366777417
Netflix,0.12645758014047767
Obama,0.09681859947729007
Paris,0.04810620255097084
Patriots,0.036921011411948985
Seahawks,0.018939883645766
Superbowl,0.024390243902439025
Thanksgiving,0.11622807017543858
VMA,0.02208175305520438
WWE,0.02227042687948253
Xbox,0.0005772005772005772
