Topic,BLANC-help,BLANC-tune
49ers,0.17372881355932204,0.11652542372881355
Amazon,0.14763779527559054,0.16338582677165353
Beyonce,0.1303538175046555,0.0893854748603352
Chicago,0.137546468401487,0.1171003717472119
Christmas,0.16056910569105692,0.15853658536585366
Eagles,0.15040650406504066,0.12398373983739837
Facebook,0.1145631067961165,0.1029126213592233
Flu,0.1254980079681275,0.08964143426294821
Graduation,0.09504950495049505,0.12871287128712872
Grammys,0.18962075848303392,0.1536926147704591
Iphone,0.14315352697095435,0.15767634854771784
Kobe,0.11363636363636363,0.16258741258741258
McDonalds,0.11717171717171718,0.12323232323232323
NBA,0.11045364891518737,0.04142011834319527
NYC,0.15098468271334792,0.10065645514223195
Netflix,0.1315240083507307,0.19832985386221294
Obama,0.1528046421663443,0.11605415860735009
Paris,0.12323232323232323,0.10909090909090909
Patriots,0.16421052631578947,0.1431578947368421
Seahawks,0.15517241379310345,0.12835249042145594
Superbowl,0.21001926782273603,0.17726396917148363
Thanksgiving,0.13836477987421383,0.1509433962264151
VMA,0.14386792452830188,0.05660377358490566
WWE,0.12205567451820129,0.07922912205567452
Xbox,0.15120967741935484,0.13306451612903225
