Topic,SQA
49ers,0.08939662297273185
Amazon,0.14031339031339032
Beyonce,0.04683312719027004
Chicago,0.06666666666666668
Christmas,0.0666141456582633
Eagles,0.08893305294676263
Facebook,0.0
Flu,0.031746031746031744
Graduation,0.08490566037735849
Grammys,0.047953397257449216
Iphone,0.064
Kobe,0.050258601739567296
McDonalds,0.017543859649122806
NBA,0.05656131024105377
NYC,0.030433342790322195
Netflix,0.05281945505474917
Obama,0.07763230684123178
Paris,0.08385955860305505
Patriots,0.1302104057394345
Seahawks,0.08147379247902078
Superbowl,0.05114155251141553
Thanksgiving,0.09625626566416039
VMA,0.029575163398692806
WWE,0.07357808536088438
Xbox,0.06837606837606837
