Topic,SUPERT
49ers,0.47714241120857714
Amazon,0.5807484575037971
Beyonce,0.603258394498826
Chicago,0.5015677135355381
Christmas,0.6093057856242331
Eagles,0.5449040237413076
Facebook,0.5953668774945977
Flu,0.492934519733783
Graduation,0.4345208943726341
Grammys,0.45300193941484707
Iphone,0.5703404187375022
Kobe,0.5206348957508574
McDonalds,0.5005238204137478
NBA,0.5256536885186063
NYC,0.5305370517929759
Netflix,0.5963901367583382
Obama,0.5456107018533597
Paris,0.4778180354551905
Patriots,0.5029423331734152
Seahawks,0.5272041804828508
Superbowl,0.4620731063466865
Thanksgiving,0.5302907826750236
VMA,0.46766887415284997
WWE,0.6010525109782768
Xbox,0.5962458124428407
