Topic,BLANC-help,BLANC-tune
49ers,0.15490196078431373,0.11960784313725491
Amazon,0.1442687747035573,0.17391304347826086
Beyonce,0.16760828625235405,0.06779661016949153
Chicago,0.15384615384615385,0.13636363636363635
Christmas,0.1569767441860465,0.17248062015503876
Eagles,0.155893536121673,0.13498098859315588
Facebook,0.09386973180076628,0.09770114942528736
Flu,0.0992063492063492,0.07936507936507936
Graduation,0.07386363636363637,0.10984848484848485
Grammys,0.17857142857142858,0.12896825396825398
Iphone,0.12357414448669202,0.11977186311787072
Kobe,0.11861313868613138,0.11131386861313869
McDonalds,0.11623246492985972,0.13026052104208416
NBA,0.11252268602540835,0.07985480943738657
NYC,0.1090146750524109,0.08176100628930817
Netflix,0.2054794520547945,0.17416829745596868
Obama,0.11433756805807622,0.11252268602540835
Paris,0.13157894736842105,0.13333333333333333
Patriots,0.10687022900763359,0.08206106870229007
Seahawks,0.18198874296435272,0.15572232645403378
Superbowl,0.17341040462427745,0.15221579961464354
Thanksgiving,0.12310606060606061,0.13446969696969696
VMA,0.10434782608695652,0.06956521739130435
WWE,0.12266112266112267,0.04365904365904366
Xbox,0.0874751491053678,0.12922465208747516
