Topic,SQA
49ers,0.11590367108350487
Amazon,0.09598948060486522
Beyonce,0.09892538077432744
Chicago,0.03095247616851005
Christmas,0.06927011734704042
Eagles,0.0486171310629515
Facebook,0.01622802356747311
Flu,0.023809523809523808
Graduation,0.05778301886792453
Grammys,0.03945111492281304
Iphone,0.07333333333333333
Kobe,0.0463395291048008
McDonalds,0.04595260080024623
NBA,0.026851851851851852
NYC,0.058187134502923975
Netflix,0.12580727253283647
Obama,0.047827872028190284
Paris,0.08286933334455092
Patriots,0.08703976435935198
Seahawks,0.07471264367816093
Superbowl,0.009563873009024558
Thanksgiving,0.04873294346978557
VMA,0.012686011904761907
WWE,0.07289719626168224
Xbox,0.044444444444444446
