Topic,coherence,consistency,fluency,overall
49ers,0.14551737033189857,0.2141033823769888,0.5401501308853048,0.29992362786473076
Amazon,0.0030014435317730695,0.3760328021832095,0.3702488698906972,0.2497610385352266
Beyonce,0.13116838631915184,0.3696915637040057,0.5376961696989898,0.3461853732407158
Chicago,0.041259723539724805,0.4802917824114302,0.8061427420726307,0.4425647493412619
Christmas,0.10380171129822312,0.5457033792047096,0.5931674918534399,0.4142241941187909
Eagles,0.1055657851296799,0.3538442818489562,0.5100335182928268,0.3231478617571543
Facebook,0.07646709579854968,0.4469874857811503,0.5583941612790515,0.3606162476195838
Flu,0.3220826361513552,0.4309754593797652,0.5746820385692861,0.4425800447001355
Graduation,0.8343710567922941,0.5599630827474723,0.8139218408656541,0.7360853268018067
Grammys,0.19901792555280357,0.222258271283442,0.33342118018850475,0.25156579234158344
Iphone,0.4680259428275138,0.4451646213088063,0.780043118918623,0.564411227684981
Kobe,0.5509718951020927,0.41300859514411126,0.6080206439014633,0.5240003780492224
McDonalds,0.04575015102635354,0.27115629557070897,0.557317971464974,0.29140813935401216
NBA,0.04607773219997523,0.34434367638867575,0.6246014056282428,0.3383409380722979
NYC,0.12618853377277414,0.31666621459630007,0.5547546266437271,0.3325364583376004
Netflix,0.1393402600923933,0.3942651935112002,0.5868801503097354,0.37349520130444297
Obama,0.5994300382417321,0.23362873154317357,0.49085247289146355,0.44130374755878976
Paris,0.016611177709184993,0.18448159206499726,0.3179967361525322,0.1730298353089048
Patriots,0.08588843065506731,0.2710792516153308,0.4486327044500797,0.2685334622401592
Seahawks,0.11912964792384624,0.4750642008932634,0.7339584133361067,0.44271742071773873
Superbowl,0.1488545552872587,0.25417956705880135,0.38610410887757574,0.26304607707454525
Thanksgiving,0.21336690425655785,0.20247304076217715,0.3213472278622721,0.24572905762700237
VMA,0.035567732642595724,0.5070460035309269,0.6107575865747805,0.3844571075827677
WWE,0.06253257824413112,0.17787994868481702,0.40354743408860294,0.2146533203391837
Xbox,0.03964943965396666,0.2255179561049411,0.5782165796970563,0.28112799181865467
