Topic,BLANC-help,BLANC-tune
49ers,0.15889830508474576,0.13559322033898305
Amazon,0.1594488188976378,0.17519685039370078
Beyonce,0.12849162011173185,0.10800744878957169
Chicago,0.1449814126394052,0.120817843866171
Christmas,0.1565040650406504,0.14634146341463414
Eagles,0.14227642276422764,0.11382113821138211
Facebook,0.11262135922330097,0.1203883495145631
Flu,0.12350597609561753,0.08167330677290836
Graduation,0.1405940594059406,0.13861386138613863
Grammys,0.1277445109780439,0.11177644710578842
Iphone,0.11410788381742738,0.13692946058091288
Kobe,0.1346153846153846,0.13111888111888112
McDonalds,0.1898989898989899,0.1797979797979798
NBA,0.09072978303747535,0.03550295857988166
NYC,0.09190371991247265,0.07439824945295405
Netflix,0.14822546972860126,0.1732776617954071
Obama,0.1218568665377176,0.09864603481624758
Paris,0.14545454545454545,0.1111111111111111
Patriots,0.14947368421052631,0.12
Seahawks,0.12835249042145594,0.11877394636015326
Superbowl,0.18689788053949905,0.13872832369942195
Thanksgiving,0.1530398322851153,0.18448637316561844
VMA,0.11556603773584906,0.0589622641509434
WWE,0.10278372591006424,0.047109207708779445
Xbox,0.10080645161290322,0.14516129032258066
