Topic,SUPERT
49ers,0.5080836872367396
Amazon,0.4942527381894998
Beyonce,0.6103592902467282
Chicago,0.5035900333142599
Christmas,0.6140715885275232
Eagles,0.5369190123415384
Facebook,0.6021896722546503
Flu,0.4754377517936281
Graduation,0.6021496291816806
Grammys,0.5458371341359978
Iphone,0.5872385853961666
Kobe,0.5829822425351091
McDonalds,0.5396989997894499
NBA,0.5389567870137841
NYC,0.48743758950067456
Netflix,0.7189699701218384
Obama,0.5179194381344073
Paris,0.5545485676657554
Patriots,0.48812701179305545
Seahawks,0.592617038542473
Superbowl,0.48837315661605846
Thanksgiving,0.5929801743347728
VMA,0.4427684186798698
WWE,0.5091930081388449
Xbox,0.6479305040105231
