Topic,SUPERT
49ers,0.5537668415493122
Amazon,0.5402184899759732
Beyonce,0.5636662178919789
Chicago,0.4120308562390164
Christmas,0.5272123234155949
Eagles,0.512779983364658
Facebook,0.5877943434912105
Flu,0.36185907578040477
Graduation,0.5293173343494832
Grammys,0.4883710680779289
Iphone,0.5715104196691702
Kobe,0.5492598436469385
McDonalds,0.6788915951692345
NBA,0.46643029192738106
NYC,0.4499978844275867
Netflix,0.4881710796265646
Obama,0.5011381325636375
Paris,0.6179959601113081
Patriots,0.5420148045762592
Seahawks,0.6630284232093624
Superbowl,0.5066803134128209
Thanksgiving,0.5428442978962637
VMA,0.44601918767811527
WWE,0.5919898057597055
Xbox,0.6178372014072857
