Topic,BLANC-help,BLANC-tune
49ers,0.1450980392156863,0.12156862745098039
Amazon,0.12648221343873517,0.12648221343873517
Beyonce,0.10734463276836158,0.062146892655367235
Chicago,0.1048951048951049,0.0979020979020979
Christmas,0.1375968992248062,0.12790697674418605
Eagles,0.11216730038022814,0.10646387832699619
Facebook,0.06321839080459771,0.09195402298850575
Flu,0.07738095238095238,0.03968253968253968
Graduation,0.04734848484848485,0.09659090909090909
Grammys,0.1130952380952381,0.09325396825396826
Iphone,0.11787072243346007,0.09885931558935361
Kobe,0.14963503649635038,0.10401459854014598
McDonalds,0.09418837675350701,0.10420841683366733
NBA,0.07078039927404718,0.039927404718693285
NYC,0.09014675052410902,0.0440251572327044
Netflix,0.1350293542074364,0.11937377690802348
Obama,0.09800362976406533,0.12704174228675136
Paris,0.07368421052631578,0.06666666666666667
Patriots,0.10305343511450382,0.08778625954198473
Seahawks,0.1125703564727955,0.1294559099437148
Superbowl,0.16184971098265896,0.14450867052023122
Thanksgiving,0.13068181818181818,0.12878787878787878
VMA,0.1,0.06739130434782609
WWE,0.09355509355509356,0.016632016632016633
Xbox,0.09145129224652088,0.14512922465208747
