Topic,SQA
49ers,0.1889477416832876
Amazon,0.20979239834065516
Beyonce,0.129737640617551
Chicago,0.24250013995581252
Christmas,0.055991714779876675
Eagles,0.04256985328223606
Facebook,0.0007507507507507509
Flu,0.023809523809523808
Graduation,0.04978389205144423
Grammys,0.03333333333333333
Iphone,0.05384615384615384
Kobe,0.08476441967360399
McDonalds,0.001590693257359924
NBA,0.060719097349500054
NYC,0.16998821287688967
Netflix,0.2611750650617682
Obama,0.11274822118336475
Paris,0.11457711656645732
Patriots,0.07855694516492978
Seahawks,0.028018608877242657
Superbowl,0.07201889020070838
Thanksgiving,0.0611500114300476
VMA,0.033663366336633666
WWE,0.08298918387413962
Xbox,0.015527950310559004
