Topic,SUPERT
49ers,0.537873968073204
Amazon,0.5700797147413638
Beyonce,0.500959373865389
Chicago,0.44258568966712236
Christmas,0.5512781738291286
Eagles,0.5628263047283896
Facebook,0.6285244947662453
Flu,0.49002811435199306
Graduation,0.48372892988473154
Grammys,0.47529158313354275
Iphone,0.5626992112087451
Kobe,0.5591668405175615
McDonalds,0.549910116015163
NBA,0.5117191222759107
NYC,0.4273479352459549
Netflix,0.6046391568689041
Obama,0.5682412366986542
Paris,0.44961690799063614
Patriots,0.5264975948358346
Seahawks,0.5369748121852533
Superbowl,0.47852250683039493
Thanksgiving,0.575929672925776
VMA,0.3990140325946153
WWE,0.5987528354796812
Xbox,0.6221718143480005
