Topic,SQA
49ers,0.06244923325619528
Amazon,0.1391291923206817
Beyonce,0.08497536521262397
Chicago,0.08419528534471062
Christmas,0.050224061950140744
Eagles,0.03200859291084855
Facebook,0.028571428571428574
Flu,0.0873015873015873
Graduation,0.018867924528301886
Grammys,0.009831656457815715
Iphone,0.02
Kobe,0.04466282508410253
McDonalds,0.03508771929824561
NBA,0.023611111111111107
NYC,0.020146520146520144
Netflix,0.047604283073669144
Obama,0.06513409961685823
Paris,0.0858928584847602
Patriots,0.050400916380297825
Seahawks,0.0724443893922984
Superbowl,0.0684931506849315
Thanksgiving,0.13957519089098036
VMA,0.0
WWE,0.037264500815902685
Xbox,0.05128205128205128
