Topic,BARTScore
49ers,-1.2197270393371582
Amazon,-1.8763080835342407
Beyonce,-1.7127890586853027
Chicago,-1.6016072034835815
Christmas,-1.5707073211669922
Eagles,-0.8385583758354187
Facebook,-0.7292998433113098
Flu,-3.061276435852051
Graduation,-2.2747912406921387
Grammys,-1.245975136756897
Iphone,-1.247959017753601
Kobe,-1.432990312576294
McDonalds,-1.3973886966705322
NBA,-1.8258622884750366
NYC,-0.98917555809021
Netflix,-2.7286970615386963
Obama,-1.565076470375061
Paris,-1.330771803855896
Patriots,-1.4301904439926147
Seahawks,-0.8284083604812622
Superbowl,-2.6897125244140625
Thanksgiving,-0.9864246249198914
VMA,-2.1384623050689697
WWE,-2.436924934387207
Xbox,-1.0022170543670654
