Topic,BLANC-help,BLANC-tune
49ers,0.18008474576271186,0.15466101694915255
Amazon,0.1279527559055118,0.13385826771653545
Beyonce,0.13966480446927373,0.1005586592178771
Chicago,0.14312267657992564,0.12639405204460966
Christmas,0.14227642276422764,0.13414634146341464
Eagles,0.15447154471544716,0.15040650406504066
Facebook,0.14757281553398058,0.12427184466019417
Flu,0.10557768924302789,0.08167330677290836
Graduation,0.08712871287128712,0.12079207920792079
Grammys,0.1437125748502994,0.09381237524950099
Iphone,0.13692946058091288,0.18049792531120332
Kobe,0.13986013986013987,0.13986013986013987
McDonalds,0.17575757575757575,0.1414141414141414
NBA,0.07100591715976332,0.029585798816568046
NYC,0.13129102844638948,0.07439824945295405
Netflix,0.1336116910229645,0.1732776617954071
Obama,0.13539651837524178,0.12959381044487428
Paris,0.1191919191919192,0.09494949494949495
Patriots,0.18105263157894738,0.08210526315789474
Seahawks,0.16091954022988506,0.1360153256704981
Superbowl,0.18882466281310212,0.1579961464354528
Thanksgiving,0.10272536687631027,0.13626834381551362
VMA,0.12735849056603774,0.0660377358490566
WWE,0.09635974304068523,0.06423982869379015
Xbox,0.12903225806451613,0.10685483870967742
