Topic,SQA
49ers,0.07896756051982731
Amazon,0.052941176470588235
Beyonce,0.0708664231632012
Chicago,0.04701712772971508
Christmas,0.0671503587605724
Eagles,0.07047794383077034
Facebook,0.03153153153153153
Flu,0.061332866479925294
Graduation,0.011207027108889897
Grammys,0.024633209927327576
Iphone,0.034700854700854704
Kobe,0.05895376658445456
McDonalds,0.05555555555555555
NBA,0.06005606792563314
NYC,0.08039215686274509
Netflix,0.1599121697611264
Obama,0.06980673123157438
Paris,0.07748344830890103
Patriots,0.10073540259565669
Seahawks,0.03942652329749104
Superbowl,0.13636363636363635
Thanksgiving,0.025404420641191007
VMA,0.0264026402640264
WWE,0.061946902654867256
Xbox,0.014492753623188404
