Topic,SUPERT
49ers,0.47819369377967225
Amazon,0.5258669228381098
Beyonce,0.6235447968626611
Chicago,0.39238056070956895
Christmas,0.5354438187386077
Eagles,0.4878158558355221
Facebook,0.551907470487977
Flu,0.4677507351134865
Graduation,0.531015316604778
Grammys,0.46677320764873004
Iphone,0.548319725992554
Kobe,0.5663729947679776
McDonalds,0.5258236120977506
NBA,0.4774033888418088
NYC,0.4747808034960858
Netflix,0.5383911502017162
Obama,0.5297238145336539
Paris,0.49679741319347287
Patriots,0.5124037966850733
Seahawks,0.6062735511549295
Superbowl,0.45297033460116193
Thanksgiving,0.6408644069953711
VMA,0.4981007859130373
WWE,0.5674645299331224
Xbox,0.6174876297011067
