Topic,coherence,consistency,fluency,overall
49ers,0.193645906023747,0.29581838649827585,0.736478037310186,0.408647443277403
Amazon,0.06969796176007202,0.31513428934123283,0.6450210720311241,0.34328444104414296
Beyonce,0.8773848494024018,0.4478804852740047,0.8336252384447242,0.7196301910403768
Chicago,0.6535872648970613,0.43409283154501777,0.6651141297941232,0.584264742078734
Christmas,0.013942580196512101,0.5462702226754492,0.7716952931435382,0.4439693653384998
Eagles,0.7924350808701757,0.43837926890674467,0.6820922890869616,0.6376355462879607
Facebook,0.33589062338273795,0.4580934091390681,0.6525659285343272,0.4821833203520444
Flu,0.40892417750696514,0.2886438971076228,0.6785861796498396,0.45871808475480913
Graduation,0.10432296851595235,0.4504716999767761,0.7519729613272571,0.4355892099399952
Grammys,0.0038218830983078856,0.31458824497292687,0.5061871163247958,0.2748657481320102
Iphone,0.13620168692630993,0.3908153831759042,0.6278642095072672,0.3849604265364938
Kobe,0.1704865936951214,0.22741254483905798,0.5484211904601423,0.31544010966477387
McDonalds,0.18998538780723825,0.49287708493522087,0.5674605098478652,0.4167743275301081
NBA,0.07239884536261904,0.36092881127436677,0.7227435219096784,0.3853570595155547
NYC,0.3245627561361665,0.39905524578886903,0.6941490957809157,0.4725890325686504
Netflix,0.20486921640889463,0.246433752162882,0.6804488671344078,0.3772506119020615
Obama,0.5235550262901036,0.41874244948287326,0.6800582977452332,0.5407852578394033
Paris,0.2533200325398952,0.5328053088216423,0.6791833416430395,0.4884362276681924
Patriots,0.007219446725848503,0.39347550821005656,0.5956679009150637,0.33212095195032293
Seahawks,0.2507115154957446,0.4052384308209042,0.7199095144225994,0.45861982024641607
Superbowl,0.16569248022441632,0.3294976118188626,0.5436255665751314,0.34627188620613675
Thanksgiving,0.02402113487666482,0.20823654026418792,0.714529101657537,0.31559559226612993
VMA,0.7863571192344048,0.5632491736203652,0.8501942462508951,0.7332668463685549
WWE,0.7513035386495555,0.44308109444751487,0.781574174738866,0.658652935945312
Xbox,0.08353454232202376,0.24305061910467216,0.4674678604005624,0.26468434060908613
