Topic,BLANC-help,BLANC-tune
49ers,0.17943548387096775,0.125
Amazon,0.17490494296577946,0.155893536121673
Beyonce,0.1065891472868217,0.06976744186046512
Chicago,0.12407407407407407,0.08703703703703704
Christmas,0.14206642066420663,0.17158671586715868
Eagles,0.1551094890510949,0.09306569343065693
Facebook,0.14149139579349904,0.09369024856596558
Flu,0.11648745519713262,0.08960573476702509
Graduation,0.12395309882747069,0.10720268006700168
Grammys,0.1894934333958724,0.12195121951219512
Iphone,0.12598425196850394,0.08464566929133858
Kobe,0.12286689419795221,0.09726962457337884
McDonalds,0.16226415094339622,0.15283018867924528
NBA,0.10961538461538461,0.0673076923076923
NYC,0.10655737704918032,0.07581967213114754
Netflix,0.16326530612244897,0.1673469387755102
Obama,0.10774410774410774,0.12289562289562289
Paris,0.1285475792988314,0.13689482470784642
Patriots,0.13957934990439771,0.13001912045889102
Seahawks,0.16453382084095064,0.14076782449725778
Superbowl,0.2037735849056604,0.16981132075471697
Thanksgiving,0.15157116451016636,0.1534195933456562
VMA,0.09649122807017543,0.08552631578947369
WWE,0.12845849802371542,0.019762845849802372
Xbox,0.14230019493177387,0.14035087719298245
