Topic,SUPERT
49ers,0.5278500257087702
Amazon,0.49035426157010864
Beyonce,0.5180390542401587
Chicago,0.49883609791546074
Christmas,0.5611315208443218
Eagles,0.5425470770912764
Facebook,0.5739061028356617
Flu,0.35313873091683295
Graduation,0.5194450111325926
Grammys,0.5658106675863257
Iphone,0.5544528394722
Kobe,0.5596654292491481
McDonalds,0.547342121253699
NBA,0.4468537336850851
NYC,0.4388460892330049
Netflix,0.524486749344595
Obama,0.42050580066836685
Paris,0.44357323531677295
Patriots,0.5165571528453266
Seahawks,0.5393721601966548
Superbowl,0.49081949426324284
Thanksgiving,0.5410187193358645
VMA,0.5093350735254799
WWE,0.5472192975850851
Xbox,0.5820001465712614
