Topic,coherence,consistency,fluency,overall
49ers,0.29243583818212443,0.22001124818049464,0.8407178909769711,0.4510549924465301
Amazon,0.37940727881707065,0.4132209630795314,0.8533347119238764,0.5486543179401595
Beyonce,0.5858183740933841,0.3839465036297534,0.7370851442005687,0.568950007307902
Chicago,0.3225303000654046,0.3869583622938811,0.696100440892988,0.46852970108409125
Christmas,0.6072480036406763,0.441145031595367,0.6216317439416621,0.5566749263925684
Eagles,0.5398844060871879,0.48224942021126116,0.8447953502680676,0.6223097255221722
Facebook,0.19769906092692363,0.43167841378817723,0.7014933492115762,0.44362360797555905
Flu,0.33826908059098193,0.20825418042350388,0.4339708903632352,0.32683138379257365
Graduation,0.12405614977684602,0.3336483134033786,0.5777290352561144,0.34514449947877973
Grammys,0.32077716563926223,0.371419386310825,0.6677000475077219,0.45329886648593637
Iphone,0.24634274228043887,0.5178996364270062,0.7170465685261083,0.49376298241118444
Kobe,0.13586869916267738,0.29207326691807434,0.3745241818013461,0.2674887159606993
McDonalds,0.6714087846813834,0.41368115408602607,0.8200643358872483,0.6350514248848859
NBA,0.32007301500912094,0.4187293181929655,0.7438626774282134,0.49422167021009994
NYC,0.023753292789231634,0.4608903005284925,0.6900472661212549,0.39156361981299304
Netflix,0.061005193344982285,0.39821752846893355,0.6325429177346699,0.36392187984952856
Obama,0.3309204399344189,0.40182577245182305,0.6636256197026676,0.4654572773629699
Paris,0.377604192123163,0.6209321863633028,0.8324261402547388,0.6103208395804015
Patriots,0.6455138525215041,0.43791358127849855,0.7692485888390068,0.6175586742130031
Seahawks,0.5602757338149437,0.49644408230027876,0.7644201219755253,0.6070466460302493
Superbowl,0.49194495510454544,0.5491304783868075,0.7286468585754733,0.5899074306889421
Thanksgiving,0.14167650610455432,0.2027353192310039,0.6349203325889101,0.32644405264148946
VMA,0.05704177885072669,0.39548970726802846,0.7963413812008966,0.41629095577321723
WWE,0.20728213241374605,0.24187368591373776,0.6678612142603394,0.37233901086260773
Xbox,0.22786661424759208,0.4134765871820769,0.7369025676225258,0.4594152563507316
