Topic,SQA
49ers,0.16733456884788606
Amazon,0.19216475322523374
Beyonce,0.05441416812414855
Chicago,0.10832565383766393
Christmas,0.09006238122180149
Eagles,0.10263157894736842
Facebook,0.0006828269033799933
Flu,0.06415094339622641
Graduation,0.11842105263157894
Grammys,0.02608695652173913
Iphone,0.05523028883684621
Kobe,0.05046178913580595
McDonalds,0.046969696969696974
NBA,0.05437171089097452
NYC,0.06461988304093567
Netflix,0.0821812407766356
Obama,0.06811441081286884
Paris,0.08082191780821918
Patriots,0.09366138448707256
Seahawks,0.08571428571428572
Superbowl,0.012195121951219513
Thanksgiving,0.0524888336067154
VMA,0.00018828845791752968
WWE,0.08255604340686801
Xbox,0.06608695652173913
