Topic,SQA
49ers,0.040129538405400476
Amazon,0.10753348595585442
Beyonce,0.06512057747562974
Chicago,0.16061400386335004
Christmas,0.07404439532099107
Eagles,0.04885969239909871
Facebook,0.029800853485064012
Flu,0.023809523809523808
Graduation,0.05880780853162647
Grammys,0.028787878787878786
Iphone,0.015384615384615385
Kobe,0.08338218794537718
McDonalds,0.016534391534391533
NBA,0.038353909465020576
NYC,0.025210084033613446
Netflix,0.05673585673585673
Obama,0.08065084687303196
Paris,0.0897881542126321
Patriots,0.053791887125220456
Seahawks,0.05854241338112305
Superbowl,0.015151515151515152
Thanksgiving,0.07246376811594203
VMA,0.03132340261053133
WWE,0.04541912422616655
Xbox,0.022269353128313893
