Topic,SUPERT
49ers,0.5044295165782368
Amazon,0.47682280950776174
Beyonce,0.5469749229445662
Chicago,0.44517339741540635
Christmas,0.6047571159714671
Eagles,0.5367973860173826
Facebook,0.539781561582277
Flu,0.42814064126244616
Graduation,0.5622865689084395
Grammys,0.5796543230719208
Iphone,0.5379583318621916
Kobe,0.5166549775223493
McDonalds,0.6129107369053332
NBA,0.44964707476062077
NYC,0.48991954292087236
Netflix,0.6665989755488226
Obama,0.5639476883981795
Paris,0.42237085178508144
Patriots,0.5476844262814747
Seahawks,0.5590900511876943
Superbowl,0.44252443779560185
Thanksgiving,0.5827766524255554
VMA,0.4640702731198756
WWE,0.5883944325447242
Xbox,0.5392101800989341
