Topic,BLANC-help,BLANC-tune
49ers,0.1450980392156863,0.11960784313725491
Amazon,0.13636363636363635,0.1383399209486166
Beyonce,0.14124293785310735,0.07532956685499058
Chicago,0.12062937062937062,0.08916083916083917
Christmas,0.17054263565891473,0.18992248062015504
Eagles,0.188212927756654,0.1311787072243346
Facebook,0.07854406130268199,0.11877394636015326
Flu,0.07936507936507936,0.03571428571428571
Graduation,0.12878787878787878,0.13825757575757575
Grammys,0.16865079365079366,0.12698412698412698
Iphone,0.14258555133079848,0.12737642585551331
Kobe,0.145985401459854,0.145985401459854
McDonalds,0.13026052104208416,0.10821643286573146
NBA,0.10163339382940109,0.05989110707803993
NYC,0.12578616352201258,0.09853249475890985
Netflix,0.16634050880626222,0.1506849315068493
Obama,0.1088929219600726,0.10344827586206896
Paris,0.09824561403508772,0.12105263157894737
Patriots,0.15458015267175573,0.1183206106870229
Seahawks,0.13883677298311445,0.150093808630394
Superbowl,0.13872832369942195,0.14836223506743737
Thanksgiving,0.13068181818181818,0.16287878787878787
VMA,0.1282608695652174,0.06086956521739131
WWE,0.14137214137214138,0.06860706860706861
Xbox,0.11133200795228629,0.15308151093439365
