Topic,SUPERT
49ers,0.4559201997201543
Amazon,0.6144936279556711
Beyonce,0.5581946408389935
Chicago,0.525087517440361
Christmas,0.5493188795198121
Eagles,0.5401706734893142
Facebook,0.5946402546021285
Flu,0.42500775585612866
Graduation,0.5651780553648178
Grammys,0.566905938916374
Iphone,0.4530631549155141
Kobe,0.6207708193386999
McDonalds,0.6063937969179481
NBA,0.5074588032822355
NYC,0.45044832218568703
Netflix,0.6509527258910971
Obama,0.5376822353594966
Paris,0.5249884593405718
Patriots,0.482545998937436
Seahawks,0.46441721897453275
Superbowl,0.44292592430581
Thanksgiving,0.5206363998953037
VMA,0.562488087778119
WWE,0.5860381333508586
Xbox,0.6759966740519247
