Topic,coherence,consistency,fluency,overall
49ers,0.18087612865282462,0.2753515553724263,0.7495285043643759,0.40191872946320895
Amazon,0.21483171415612876,0.31742997709533327,0.5845345412255513,0.3722654108256711
Beyonce,0.8232145452351993,0.5412866469703096,0.876409136747053,0.746970109650854
Chicago,0.13245581292758615,0.48753735383251573,0.6657254991778668,0.4285728886459896
Christmas,0.35505286572108036,0.45385128947965214,0.7431516928679015,0.5173519493562114
Eagles,0.23522385445077107,0.10101122253045758,0.25452663642549883,0.19692057113557584
Facebook,0.2570568021855415,0.4641263660928919,0.6056598180939574,0.4422809954574636
Flu,0.44090018855605306,0.2390667691894287,0.6413606096391105,0.44044252246153076
Graduation,0.10357342211769566,0.25341225117911237,0.2757272694963864,0.21090431426439812
Grammys,0.003089383566762283,0.4510953973895223,0.7230458050053712,0.39241019532055194
Iphone,0.2880362937084299,0.268821514459878,0.5990912563417253,0.3853163548366778
Kobe,0.30287905174084284,0.36293276439156746,0.8191064574239194,0.49497275785210987
McDonalds,0.4569932262929567,0.46520631285524866,0.7772738579082495,0.5664911323521516
NBA,0.259303994400884,0.46720792567134006,0.64110744498808,0.455873121686768
NYC,0.03261444590281014,0.35554206164142493,0.7407359654474958,0.37629749099724363
Netflix,0.5106825845629174,0.4176733249209641,0.5561233489935706,0.49482641949248407
Obama,0.5344493386818938,0.48766241343761835,0.613838811435173,0.5453168545182284
Paris,0.05619159212999166,0.5221075825125784,0.5378544155521071,0.3720511967315591
Patriots,0.30676111937039796,0.44483411089627184,0.7795106389959955,0.510368623087555
Seahawks,0.2501646219667201,0.3718743071513892,0.6617608988513313,0.42793327598981357
Superbowl,0.0390847806589616,0.5469498456610687,0.7078590896676866,0.43129790532923895
Thanksgiving,0.005629197356632883,0.22680449960553795,0.5703546699995435,0.26759612232057145
VMA,0.24628068031006567,0.3236417160520692,0.5407891417896382,0.37023717938392436
WWE,0.05697486396135834,0.35462759432073826,0.5705662801782532,0.32738957948678327
Xbox,0.1326341750921751,0.44539250069077213,0.6884315961324703,0.4221527573051391
