Topic,SUPERT
49ers,0.5193310340953894
Amazon,0.47244870202644185
Beyonce,0.575458458137329
Chicago,0.46942226834079015
Christmas,0.5990927471516064
Eagles,0.5815014421114597
Facebook,0.6494399049966416
Flu,0.35909930784236427
Graduation,0.5217477123402366
Grammys,0.4965684582480404
Iphone,0.4697269975256615
Kobe,0.5121262515143847
McDonalds,0.5798585331494075
NBA,0.45635478894833187
NYC,0.4490263534903156
Netflix,0.5275031020793097
Obama,0.5096073280339483
Paris,0.5008173509139768
Patriots,0.5183908304082805
Seahawks,0.581533381904329
Superbowl,0.5167470172790551
Thanksgiving,0.5848253693779553
VMA,0.509693930580458
WWE,0.5711573936141511
Xbox,0.5665011190621835
