Topic,BLANC-help,BLANC-tune
49ers,0.19491525423728814,0.1652542372881356
Amazon,0.1220472440944882,0.16338582677165353
Beyonce,0.14711359404096835,0.1191806331471136
Chicago,0.15985130111524162,0.14684014869888476
Christmas,0.15040650406504066,0.1483739837398374
Eagles,0.12195121951219512,0.12601626016260162
Facebook,0.1378640776699029,0.12815533980582525
Flu,0.099601593625498,0.0796812749003984
Graduation,0.12475247524752475,0.15841584158415842
Grammys,0.16766467065868262,0.1377245508982036
Iphone,0.13070539419087138,0.14107883817427386
Kobe,0.1486013986013986,0.1520979020979021
McDonalds,0.13535353535353536,0.14343434343434344
NBA,0.07692307692307693,0.03550295857988166
NYC,0.11816192560175055,0.05908096280087528
Netflix,0.12734864300626306,0.15031315240083507
Obama,0.11798839458413926,0.1276595744680851
Paris,0.16363636363636364,0.15353535353535352
Patriots,0.15157894736842106,0.10736842105263159
Seahawks,0.16091954022988506,0.1206896551724138
Superbowl,0.18882466281310212,0.1676300578034682
Thanksgiving,0.11740041928721175,0.13836477987421383
VMA,0.14858490566037735,0.11556603773584906
WWE,0.11349036402569593,0.0728051391862955
Xbox,0.125,0.13709677419354838
