Topic,SUPERT
49ers,0.5114066027039318
Amazon,0.5426598522503688
Beyonce,0.5289368399968448
Chicago,0.4739605017272336
Christmas,0.6218343597634206
Eagles,0.531262471806239
Facebook,0.5618167527217738
Flu,0.4043274231119232
Graduation,0.5511856146805095
Grammys,0.4681214907359945
Iphone,0.5903425547153417
Kobe,0.5939342901098376
McDonalds,0.506982731699445
NBA,0.5704176791452719
NYC,0.48370582403883194
Netflix,0.6286490383897452
Obama,0.5378930486402392
Paris,0.5800674883960798
Patriots,0.45383246736393473
Seahawks,0.5118639621892634
Superbowl,0.5114482258962427
Thanksgiving,0.598140063547419
VMA,0.48746109259351555
WWE,0.612362226337162
Xbox,0.6216393716032794
